TransactionDate,PaidAmount
2013-07-31,1346.0122831896513
2013-08-01,175.20308370044066
2013-08-02,196.1804433497536
2013-08-03,74.53510695187167
2013-08-04,1131.9859194915223
2013-08-05,891.1037456521714
2013-08-06,1302.0584015443965
2013-08-07,965.8641431226739
2013-08-08,1172.4044911031972
2013-08-09,156.91000000000017
2013-08-10,1205.027171957669
2013-08-11,606.7904883720902
2013-08-12,1169.8866309523755
2013-08-13,1514.9145325203199
2013-08-14,656.5366927480882
2013-08-15,1682.2115349344936
2013-08-16,114.0160538116592
2013-08-17,252.86038414634046
2013-08-18,794.5380373665448
2013-08-19,1273.9481528301837
2013-08-20,802.90093404255
2013-08-21,971.7390935251775
2013-08-22,1393.8985716783163
2013-08-23,130.72862244897954
2013-08-24,168.26107526881728
2013-08-25,570.3068176229525
2013-08-26,894.4358120300718
2013-08-27,1335.1723270042141
2013-08-28,998.5504499999976
2013-08-29,1570.5817352941126
2013-08-30,1406.046280926576
2013-08-31,163.29090517241372
2013-09-01,572.7971920152097
2013-09-02,822.4135350649324
2013-09-03,1346.1156566037678
2013-09-04,683.6918343848548
2013-09-05,1449.5527424811983
2013-09-06,515.2203146853159
2013-09-07,162.03908713692945
2013-09-08,547.5778452380958
2013-09-09,1124.7407973977652
2013-09-10,1293.4216478260814
2013-09-11,640.3682659574473
2013-09-12,419.60540833333397
2013-09-13,152.56465306122448
2013-09-14,145.76000000000008
2013-09-15,1476.3280677290788
2013-09-16,195.92313304721014
2013-09-17,323.4569086757986
2013-09-18,750.825865384613
2013-09-19,155.25307692307703
2013-09-20,533.8984030418268
2013-09-21,172.2927601809954
2013-09-22,1401.5098906976693
2013-09-23,126.53137614678899
2013-09-24,180.1811693548386
2013-09-25,179.04462857142866
2013-09-26,858.5841090909064
2013-09-27,135.80255952380952
2013-09-28,173.4113942307693
2013-09-29,814.4062857142828
2013-09-30,1384.391608458826
2013-10-01,169.7474107142857
2013-10-02,182.45873605947946
2013-10-03,78.01791780821924
2013-10-04,155.39215311004796
2013-10-05,172.27808888888885
2013-10-06,1440.1053049645334
2013-10-07,155.13781420765034
2013-10-08,216.5274883720929
2013-10-09,230.75790393013077
2013-10-10,965.9421822222199
2013-10-11,155.56400843881858
2013-10-12,152.5114345991561
2013-10-13,784.8618603238829
2013-10-14,1238.4790224913436
2013-10-15,1017.1187723214256
2013-10-16,170.0677049180326
2013-10-17,151.15457692307692
2013-10-18,174.74265060240958
2013-10-19,146.55543478260884
2013-10-20,1269.8013150183092
2013-10-21,784.6011610486854
2013-10-22,184.46970873786398
2013-10-23,218.65501792114708
2013-10-24,165.7964622641511
2013-10-25,193.6621719457013
2013-10-26,201.33127999999982
2013-10-27,217.46223577235767
2013-10-28,185.49231707317045
2013-10-29,135.4121513944223
2013-10-30,1308.2914478457415
2013-10-31,191.7033210332102
2013-11-01,225.57512544802836
2013-11-02,129.93311392405073
2013-11-03,207.49695167286217
2013-11-04,226.17643749999988
2013-11-05,218.52920903954842
2013-11-06,484.6422109634562
2013-11-07,954.3128647798703
2013-11-08,949.988353612165
2013-11-09,208.6282310469311
2013-11-10,242.0572569444447
2013-11-11,938.1615857605134
2013-11-12,1461.6075272108792
2013-11-13,426.3227622699397
2013-11-14,155.90283898305086
2013-11-15,724.3610136986272
2013-11-16,239.56699999999998
2013-11-17,230.14638989169666
2013-11-18,1017.3746932203361
2013-11-19,465.73415540540736
2013-11-20,1075.0117083333305
2013-11-21,197.49574385964888
2013-11-22,1382.1446710097655
2013-11-23,210.59412244897928
2013-11-24,209.99878892733543
2013-11-25,788.6594339285688
2013-11-26,431.6197852349018
2013-11-27,962.4581878698172
2013-11-28,939.8310412186347
2013-11-29,791.7706592797751
2013-11-30,1278.976868095845
2013-12-01,178.15042372881354
2013-12-02,1220.7654904580104
2013-12-03,187.6190940170937
2013-12-04,692.607209507039
