TransactionDate,PaidAmount
2014-01-01,1102.2649136029368
2014-01-02,879.9015933544267
2014-01-03,906.2649166666635
2014-01-04,200.17846715328434
2014-01-05,181.9081226053639
2014-01-06,1200.8906089965342
2014-01-07,249.71319548872157
2014-01-08,863.9869908088208
2014-01-09,993.1426217532412
2014-01-10,895.2855681818154
2014-01-11,126.32298113207554
2014-01-12,165.18704000000028
2014-01-13,218.770920502092
2014-01-14,257.0792549019606
2014-01-15,1252.8908085501805
2014-01-16,844.3363292307656
2014-01-17,866.8927094395245
2014-01-18,164.6859055118109
2014-01-19,244.87834834834868
2014-01-20,1188.3920015576268
2014-01-21,792.4156312741281
2014-01-22,1211.636384057966
2014-01-23,1082.438132616482
2014-01-24,571.3746141078848
2014-01-25,171.43318840579715
2014-01-26,161.74202127659558
2014-01-27,970.2611059027745
2014-01-28,830.4460615079335
2014-01-29,1403.5607707111449
2014-01-30,174.7365517241379
2014-01-31,342.37640987124433
2014-02-01,102.62170940170942
2014-02-02,237.3506611570246
2014-02-03,1304.8363460075996
2014-02-04,449.72088805970407
2014-02-05,996.2402291666634
2014-02-06,1052.774526729554
2014-02-07,870.742351916373
2014-02-08,181.42897233201572
2014-02-09,278.51934782608737
2014-02-10,892.7985849056568
2014-02-11,1281.4996375968938
2014-02-12,654.0184166666638
2014-02-13,1352.4855542168634
2014-02-14,1055.0856762452077
2014-02-15,238.17419087136903
2014-02-16,234.50355102040797
2014-02-17,1229.4447220447232
2014-02-18,154.88689655172408
2014-02-19,877.2897745454513
2014-02-20,743.0644033333301
2014-02-21,1106.8373720538668
2014-02-22,142.5971129707113
2014-02-23,176.22516129032257
2014-02-24,844.8750624999968
2014-02-25,1129.490542553186
2014-02-26,1320.1053211538408
2014-02-27,742.9199307432401
2014-02-28,1384.6914689655127
2014-03-01,1429.0492384023214
2014-03-02,196.93225092250907
2014-03-03,955.5576962025257
2014-03-04,902.9169718137215
2014-03-05,761.1887287822851
2014-03-06,1096.193839393934
2014-03-07,853.1238868852429
2014-03-08,189.7086166007904
2014-03-09,217.61413223140485
2014-03-10,1127.2250065789417
2014-03-11,802.7851851851822
2014-03-12,766.5042597864737
2014-03-13,876.8040811403476
2014-03-14,972.9471956521703
2014-03-15,172.847971530249
2014-03-16,207.69857758620677
2014-03-17,785.9647775919699
2014-03-18,234.566620209059
2014-03-19,1005.7218999999935
2014-03-20,1134.9110813559262
2014-03-21,948.153516544115
2014-03-22,200.27057761732837
2014-03-23,232.55133802816908
2014-03-24,1052.7262031249952
2014-03-25,279.05768896321064
2014-03-26,847.284791245788
2014-03-27,1592.451919407889
2014-03-28,597.5944144927504
2014-03-29,196.52241007194226
2014-03-30,211.88024444444463
2014-03-31,1362.5746112044867
2014-04-01,136.5413043478262
2014-04-02,1158.7726593059883
2014-04-03,417.42974574467826
2014-04-04,1232.7252906626447
2014-04-05,196.32725352112647
2014-04-06,235.6031208053692
2014-04-07,597.677125739642
2014-04-08,1060.9303942307643
2014-04-09,1295.7657098976056
2014-04-10,627.4425765624975
2014-04-11,1259.3737633136045
2014-04-12,171.46509433962245
2014-04-13,198.7163576158938
2014-04-14,604.611852941173
2014-04-15,1079.1323285714227
2014-04-16,980.1062824675279
2014-04-17,620.3786448275832
2014-04-18,1067.7774412698354
2014-04-19,257.54485342019547
2014-04-20,235.80802083333296
2014-04-21,650.2712886597917
2014-04-22,1416.7292292307652
2014-04-23,1039.8475400696827
2014-04-24,813.6827218749964
2014-04-25,1109.791618589739
2014-04-26,210.8720849420848
2014-04-27,217.1704710144927
2014-04-28,814.0463405797071
2014-04-29,1153.4822380952328
2014-04-30,976.7758137313383
2014-05-01,1361.7591399266314
2014-05-02,1099.2912109090855
2014-05-03,406.694005119456
2014-05-04,134.78640326975474
2014-05-05,765.4576711309489
2014-05-06,479.34014814814884
2014-05-07,267.5598198198204
2014-05-08,982.4115138888842
2014-05-09,598.8718236196286
2014-05-10,214.35573529411775
2014-05-11,228.7798853868201
2014-05-12,1611.1310347682072
2014-05-13,794.668024647884
2014-05-14,743.8961304878004
2014-05-15,1253.0576419753024
2014-05-16,744.6969290780111
2014-05-17,213.21441441441465
2014-05-18,205.98400709219837
2014-05-19,1649.7413658892065
2014-05-20,632.0051072507523
2014-05-21,845.5021170798854
2014-05-22,1065.4188595988485
2014-05-23,775.5844281045717
2014-05-24,1385.9719327485327
2014-05-25,264.31137457044656
2014-05-26,677.8732620578744
2014-05-27,970.7019295081927
2014-05-28,1089.5606581920845
2014-05-29,599.9036230031917
2014-05-30,1573.9439999999954
2014-05-31,58.13227061855666
